compound,start_value,end_value,delta,normalize_delta
C08277,100,100,0,0.0
C08278,100,100,0,0.0
C08279,100,100,0,0.0
C08281,100,114,14,0.14
C08282,100,100,0,0.0
C08283,100,100,0,0.0
C08284,100,100,0,0.0
C08285,100,101,1,0.01
C08286,100,100,0,0.0
C08287,100,100,0,0.0
C08288,100,100,0,0.0
C08289,100,100,0,0.0
C08290,100,100,0,0.0
C08291,100,100,0,0.0
C08296,100,100,0,0.0
C08298,100,100,0,0.0
C08299,100,101,1,0.01
C08300,100,147,47,0.47
C08301,100,86,-14,0.14
C08302,100,100,0,0.0
C08303,100,100,0,0.0
C08304,100,101,1,0.01
C08305,100,100,0,0.0
C08306,100,100,0,0.0
C08307,100,100,0,0.0
C08308,100,100,0,0.0
C08309,100,100,0,0.0
C08310,100,100,0,0.0
C08311,100,100,0,0.0
C08312,100,160,60,0.6
C08313,100,139,39,0.39
C08315,100,100,0,0.0
C08316,100,115,15,0.15
C08317,100,100,0,0.0
C08319,100,100,0,0.0
C08320,100,122,22,0.22
C08321,100,100,0,0.0
C08322,100,100,0,0.0
C08323,100,111,11,0.11
C08324,100,100,0,0.0
C08325,100,151,51,0.51
C08326,100,100,0,0.0
C08327,100,100,0,0.0
C08328,100,100,0,0.0
C08329,100,100,0,0.0
C08330,100,100,0,0.0
C08331,100,100,0,0.0
C08332,100,100,0,0.0
C08333,100,100,0,0.0
C08334,100,89,-11,0.11
C08335,100,100,0,0.0
C08336,100,100,0,0.0
C08337,100,100,0,0.0
C08338,100,100,0,0.0
C08339,100,100,0,0.0
C08340,100,100,0,0.0
C08341,100,100,0,0.0
C08342,100,100,0,0.0
C08344,100,100,0,0.0
C08345,100,100,0,0.0
C08346,100,100,0,0.0
C08347,100,100,0,0.0
C08348,100,100,0,0.0
C08349,100,100,0,0.0
C08350,100,100,0,0.0
C08351,100,100,0,0.0
C08352,100,100,0,0.0
C08353,100,54,-46,0.46
C08354,100,100,0,0.0
C08355,100,100,0,0.0
C08356,100,100,0,0.0
C08357,100,104,4,0.04
C08358,100,101,1,0.01
C08359,100,101,1,0.01
C08362,100,120,20,0.2
C08363,100,100,0,0.0
C08364,100,100,0,0.0
C08365,100,100,0,0.0
C08366,100,100,0,0.0
C08367,100,100,0,0.0
C08368,100,100,0,0.0
C08369,100,100,0,0.0
C08370,100,100,0,0.0
C08371,100,107,7,0.07
C08372,100,100,0,0.0
C08373,100,100,0,0.0
C08374,100,100,0,0.0
C08375,100,100,0,0.0
C08376,100,100,0,0.0
C08377,100,100,0,0.0
C08378,100,100,0,0.0
C08379,100,100,0,0.0
C08380,100,100,0,0.0
C08381,100,100,0,0.0
C08382,100,100,0,0.0
C08383,100,100,0,0.0
C08384,100,100,0,0.0
C08385,100,100,0,0.0
C08387,100,100,0,0.0
C08388,100,100,0,0.0
C08389,100,100,0,0.0
C08390,100,100,0,0.0
C08391,100,100,0,0.0
C08392,100,100,0,0.0
C08393,100,100,0,0.0
C08394,100,100,0,0.0
C08395,100,100,0,0.0
C08396,100,100,0,0.0
C08397,100,100,0,0.0
C08398,100,100,0,0.0
C08399,100,100,0,0.0
C08400,100,100,0,0.0
C08401,100,100,0,0.0
C08402,100,100,0,0.0
C08403,100,100,0,0.0
C08404,100,100,0,0.0
C08405,100,100,0,0.0
C08406,100,100,0,0.0
C08407,100,100,0,0.0
C08408,100,100,0,0.0
C08409,100,102,2,0.02
C08410,100,100,0,0.0
C08411,100,100,0,0.0
C08412,100,103,3,0.03
C08413,100,100,0,0.0
C08414,100,100,0,0.0
C08415,100,100,0,0.0
C08416,100,100,0,0.0
C08417,100,100,0,0.0
C08418,100,100,0,0.0
C08419,100,100,0,0.0
C08420,100,100,0,0.0
C08422,100,100,0,0.0
C08423,100,100,0,0.0
C08424,100,100,0,0.0
C08425,100,100,0,0.0
C08426,100,101,1,0.01
C08427,100,100,0,0.0
C08428,100,100,0,0.0
C08429,100,100,0,0.0
C08430,100,100,0,0.0
C08431,100,100,0,0.0
C08432,100,100,0,0.0
C08433,100,100,0,0.0
C08434,100,100,0,0.0
C08435,100,100,0,0.0
C08437,100,100,0,0.0
C08438,100,100,0,0.0
C08439,100,100,0,0.0
C08440,100,100,0,0.0
C08441,100,100,0,0.0
C08442,100,100,0,0.0
C08443,100,100,0,0.0
C08445,100,100,0,0.0
C08446,100,100,0,0.0
C08447,100,100,0,0.0
C08449,100,100,0,0.0
C08450,100,100,0,0.0
C08451,100,100,0,0.0
C08452,100,100,0,0.0
C08453,100,100,0,0.0
C08454,100,100,0,0.0
C08455,100,100,0,0.0
C08456,100,100,0,0.0
C08457,100,100,0,0.0
C08458,100,100,0,0.0
C08459,100,100,0,0.0
C08460,100,100,0,0.0
C08461,100,100,0,0.0
C08462,100,100,0,0.0
C08463,100,100,0,0.0
C08464,100,100,0,0.0
C08465,100,100,0,0.0
C08466,100,100,0,0.0
C08467,100,100,0,0.0
C08468,100,100,0,0.0
C08469,100,100,0,0.0
C08470,100,100,0,0.0
C08471,100,100,0,0.0
C08472,100,100,0,0.0
C08473,100,100,0,0.0
C08474,100,100,0,0.0
C08475,100,100,0,0.0
C08476,100,100,0,0.0
C08477,100,100,0,0.0
C08478,100,100,0,0.0
C08481,100,101,1,0.01
C08482,100,100,0,0.0
C08483,100,100,0,0.0
C08484,100,100,0,0.0
C08485,100,100,0,0.0
C08486,100,100,0,0.0
C08487,100,100,0,0.0
C08488,100,100,0,0.0
C08489,100,100,0,0.0
C08490,100,100,0,0.0
C08491,100,112,12,0.12
C08492,100,140,40,0.4
C08493,100,100,0,0.0
C08494,100,100,0,0.0
C08495,100,100,0,0.0
C08497,100,100,0,0.0
C08498,100,100,0,0.0
C08499,100,100,0,0.0
C08501,100,100,0,0.0
C08502,100,100,0,0.0
C08503,100,100,0,0.0
C08504,100,100,0,0.0
C08505,100,100,0,0.0
C08506,100,100,0,0.0
C08507,100,100,0,0.0
C08509,100,100,0,0.0
C08510,100,100,0,0.0
C08511,100,103,3,0.03
C08512,100,100,0,0.0
C08513,100,100,0,0.0
C08514,100,100,0,0.0
C08515,100,100,0,0.0
C08516,100,100,0,0.0
C08517,100,100,0,0.0
C08518,100,100,0,0.0
C08519,100,100,0,0.0
C08520,100,100,0,0.0
C08521,100,80,-20,0.2
C08522,100,100,0,0.0
C08523,100,100,0,0.0
C08524,100,100,0,0.0
C08525,100,100,0,0.0
C08526,100,100,0,0.0
C08527,100,141,41,0.41
C08528,100,100,0,0.0
C08529,100,100,0,0.0
C08530,100,100,0,0.0
C08531,100,100,0,0.0
C08532,100,152,52,0.52
C08533,100,100,0,0.0
C08534,100,100,0,0.0
C08535,100,100,0,0.0
C08536,100,100,0,0.0
C08537,100,82,-18,0.18
C08538,100,0,-100,1.0
C08539,100,161,61,0.61
C08540,100,81,-19,0.19
C08541,100,100,0,0.0
C08542,100,149,49,0.49
C08543,100,120,20,0.2
C08544,100,100,0,0.0
C08545,100,100,0,0.0
C08546,100,100,0,0.0
C08547,100,100,0,0.0
C08548,100,100,0,0.0
C08549,100,100,0,0.0
C08550,100,100,0,0.0
C08551,100,100,0,0.0
C08552,100,150,50,0.5
C08553,100,100,0,0.0
C08554,100,100,0,0.0
C08555,100,100,0,0.0
C08556,100,100,0,0.0
C08557,100,113,13,0.13
C08558,100,100,0,0.0
C08559,100,100,0,0.0
C08560,100,100,0,0.0
C08561,100,100,0,0.0
C08562,100,100,0,0.0
C08563,100,100,0,0.0
C08564,100,100,0,0.0
C08565,100,114,14,0.14
C08566,100,100,0,0.0
C08567,100,100,0,0.0
C08568,100,100,0,0.0
C08569,100,100,0,0.0
C08570,100,100,0,0.0
C08571,100,100,0,0.0
C08572,100,100,0,0.0
C08573,100,100,0,0.0
C08574,100,100,0,0.0
C08575,100,100,0,0.0
C08576,100,49,-51,0.51
C08577,100,152,52,0.52
C08578,100,98,-2,0.02
C08579,100,39,-61,0.61
C08580,100,63,-37,0.37
C08581,100,100,0,0.0
C08582,100,100,0,0.0
C08583,100,149,49,0.49
C08584,100,144,44,0.44
C08585,100,125,25,0.25
C08586,100,101,1,0.01
C08587,100,100,0,0.0
C08588,100,153,53,0.53
C08589,100,100,0,0.0
C08590,100,100,0,0.0
C08591,100,47,-53,0.53
C08592,100,74,-26,0.26
C08593,100,100,0,0.0
C08594,100,100,0,0.0
C08595,100,100,0,0.0
C08596,100,100,0,0.0
C08597,100,100,0,0.0
C08598,100,100,0,0.0
C08599,100,100,0,0.0
C08600,100,100,0,0.0
C08601,100,98,-2,0.02
C08602,100,100,0,0.0
C08603,100,100,0,0.0
C08604,100,0,-100,1.0
C08605,100,100,0,0.0
C08606,100,81,-19,0.19
C08607,100,102,2,0.02
C08608,100,100,0,0.0
C08609,100,100,0,0.0
C08610,100,100,0,0.0
C08611,100,100,0,0.0
C08612,100,66,-34,0.34
C08613,100,141,41,0.41
C08614,100,0,-100,1.0
C08615,100,109,9,0.09
C08616,100,103,3,0.03
C08617,100,100,0,0.0
C08618,100,100,0,0.0
C08619,100,100,0,0.0
C08620,100,64,-36,0.36
C08621,100,100,0,0.0
C08622,100,100,0,0.0
C08623,100,100,0,0.0
C08624,100,67,-33,0.33
C08625,100,100,0,0.0
C08626,100,108,8,0.08
C08627,100,128,28,0.28
C08628,100,109,9,0.09
C08629,100,100,0,0.0
C08630,100,100,0,0.0
C08631,100,100,0,0.0
C08632,100,100,0,0.0
C08633,100,100,0,0.0
C08634,100,100,0,0.0
C08635,100,100,0,0.0
C08636,100,100,0,0.0
C08637,100,114,14,0.14
C08638,100,100,0,0.0
C08639,100,101,1,0.01
C08640,100,100,0,0.0
C08641,100,185,85,0.85
C08642,100,100,0,0.0
C08643,100,100,0,0.0
C08644,100,100,0,0.0
C08646,100,100,0,0.0
C08647,100,103,3,0.03
C08648,100,100,0,0.0
C08649,100,100,0,0.0
C08650,100,22,-78,0.78
C08651,100,100,0,0.0
C08652,100,100,0,0.0
C08653,100,100,0,0.0
C08654,100,100,0,0.0
C08655,100,100,0,0.0
C08656,100,100,0,0.0
C08657,100,100,0,0.0
C08658,100,100,0,0.0
C08659,100,100,0,0.0
C08660,100,100,0,0.0
C08661,100,100,0,0.0
C08662,100,100,0,0.0
C08663,100,100,0,0.0
C08664,100,100,0,0.0
C08665,100,100,0,0.0
C08666,100,100,0,0.0
C08667,100,100,0,0.0
C08668,100,100,0,0.0
C08669,100,100,0,0.0
C08670,100,100,0,0.0
C08671,100,100,0,0.0
C08672,100,100,0,0.0
C08673,100,100,0,0.0
C08674,100,100,0,0.0
C08675,100,100,0,0.0
C08676,100,100,0,0.0
C08677,100,100,0,0.0
C08678,100,100,0,0.0
C08679,100,100,0,0.0
C08680,100,100,0,0.0
C08681,100,100,0,0.0
C08682,100,100,0,0.0
C08683,100,100,0,0.0
C08684,100,100,0,0.0
C08685,100,100,0,0.0
C08686,100,100,0,0.0
C08687,100,100,0,0.0
C08688,100,100,0,0.0
C08689,100,100,0,0.0
C08690,100,100,0,0.0
C08691,100,100,0,0.0
C08692,100,100,0,0.0
C08693,100,100,0,0.0
C08694,100,100,0,0.0
C08695,100,100,0,0.0
C08696,100,100,0,0.0
C08697,100,100,0,0.0
C08698,100,100,0,0.0
C08700,100,100,0,0.0
C08701,100,100,0,0.0
C08702,100,100,0,0.0
C08703,100,100,0,0.0
C08704,100,100,0,0.0
C08705,100,100,0,0.0
C08706,100,100,0,0.0
C08707,100,100,0,0.0
C08708,100,100,0,0.0
C08709,100,100,0,0.0
C08710,100,100,0,0.0
C08711,100,100,0,0.0
C08712,100,100,0,0.0
C08713,100,100,0,0.0
C08714,100,100,0,0.0
C08715,100,100,0,0.0
C08716,100,100,0,0.0
C08717,100,100,0,0.0
C08718,100,100,0,0.0
C08719,100,100,0,0.0
C08720,100,100,0,0.0
C08721,100,120,20,0.2
C08722,100,100,0,0.0
C08723,100,100,0,0.0
C08724,100,100,0,0.0
C08725,100,76,-24,0.24
C08726,100,100,0,0.0
C08727,100,100,0,0.0
C08728,100,100,0,0.0
C08729,100,100,0,0.0
C08730,100,100,0,0.0
C08731,100,100,0,0.0
C08732,100,100,0,0.0
C08733,100,105,5,0.05
C08734,100,113,13,0.13
C08735,100,96,-4,0.04
C08736,100,100,0,0.0
C08737,100,82,-18,0.18
C08738,100,100,0,0.0
C08739,100,100,0,0.0
C08740,100,100,0,0.0
C08741,100,100,0,0.0
C08742,100,100,0,0.0
C08743,100,100,0,0.0
C08744,100,100,0,0.0
C08745,100,100,0,0.0
C08746,100,100,0,0.0
C08747,100,100,0,0.0
C08748,100,148,48,0.48
C08749,100,100,0,0.0
C08750,100,100,0,0.0
C08751,100,100,0,0.0
C08752,100,100,0,0.0
C08753,100,100,0,0.0
C08754,100,100,0,0.0
C08755,100,100,0,0.0
C08756,100,100,0,0.0
C08757,100,100,0,0.0
C08758,100,100,0,0.0
C08759,100,100,0,0.0
C08760,100,100,0,0.0
C08761,100,100,0,0.0
C08762,100,100,0,0.0
C08763,100,100,0,0.0
C08764,100,100,0,0.0
C08765,100,100,0,0.0
C08766,100,100,0,0.0
C08767,100,100,0,0.0
C08768,100,100,0,0.0
C08769,100,100,0,0.0
C08770,100,100,0,0.0
C08771,100,100,0,0.0
C08772,100,100,0,0.0
C08773,100,100,0,0.0
C08775,100,100,0,0.0
C08776,100,100,0,0.0
C08777,100,100,0,0.0
C08778,100,100,0,0.0
C08779,100,100,0,0.0
C08780,100,100,0,0.0
C08781,100,100,0,0.0
C08782,100,100,0,0.0
C08783,100,100,0,0.0
C08784,100,100,0,0.0
C08785,100,100,0,0.0
C08786,100,100,0,0.0
C08787,100,100,0,0.0
C08788,100,100,0,0.0
C08789,100,100,0,0.0
C08790,100,100,0,0.0
C08791,100,100,0,0.0
C08792,100,100,0,0.0
C08793,100,100,0,0.0
C08794,100,122,22,0.22
C08795,100,100,0,0.0
C08796,100,100,0,0.0
C08797,100,110,10,0.1
C08798,100,100,0,0.0
C08799,100,100,0,0.0
C08800,100,100,0,0.0
C08801,100,100,0,0.0
C08802,100,100,0,0.0
C08803,100,100,0,0.0
C08804,100,100,0,0.0
C08805,100,100,0,0.0
C08806,100,100,0,0.0
C08807,100,100,0,0.0
C08808,100,100,0,0.0
C08809,100,100,0,0.0
C08810,100,100,0,0.0
C08811,100,100,0,0.0
C08813,100,101,1,0.01
C08814,100,114,14,0.14
C08815,100,100,0,0.0
C08816,100,100,0,0.0
C08818,100,100,0,0.0
C08819,100,100,0,0.0
C16992,100,100,0,0.0
C08823,100,100,0,0.0
C08825,100,82,-18,0.18
C08829,100,100,0,0.0
C08830,100,100,0,0.0
C08831,100,100,0,0.0
C08832,100,100,0,0.0
C08833,100,100,0,0.0
C08834,100,100,0,0.0
C08835,100,100,0,0.0
C08836,100,100,0,0.0
C08837,100,100,0,0.0
C08838,100,100,0,0.0
C08839,100,100,0,0.0
C08840,100,100,0,0.0
C08841,100,100,0,0.0
C08842,100,100,0,0.0
C08844,100,100,0,0.0
C08845,100,100,0,0.0
C08846,100,100,0,0.0
C08847,100,100,0,0.0
C08848,100,100,0,0.0
C08849,100,100,0,0.0
C08850,100,100,0,0.0
C08851,100,100,0,0.0
C08852,100,100,0,0.0
C08853,100,100,0,0.0
C08854,100,100,0,0.0
C08855,100,100,0,0.0
C08856,100,100,0,0.0
C12091,100,100,0,0.0
C08857,100,100,0,0.0
C08858,100,100,0,0.0
C08859,100,100,0,0.0
C08860,100,100,0,0.0
C08861,100,100,0,0.0
C08862,100,100,0,0.0
C08863,100,100,0,0.0
C08864,100,100,0,0.0
C08865,100,100,0,0.0
C08866,100,100,0,0.0
C08867,100,100,0,0.0
C08868,100,100,0,0.0
C08869,100,100,0,0.0
C08870,100,100,0,0.0
C08871,100,100,0,0.0
C08872,100,100,0,0.0
C08873,100,100,0,0.0
C08874,100,100,0,0.0
C08875,100,100,0,0.0
C08876,100,100,0,0.0
C08877,100,100,0,0.0
C08878,100,100,0,0.0
C08879,100,100,0,0.0
C08880,100,100,0,0.0
C08881,100,100,0,0.0
C08882,100,100,0,0.0
C08883,100,100,0,0.0
C08884,100,100,0,0.0
C08885,100,100,0,0.0
C08886,100,101,1,0.01
C08887,100,100,0,0.0
C08888,100,79,-21,0.21
C08889,100,100,0,0.0
C08890,100,100,0,0.0
C08891,100,100,0,0.0
C08892,100,100,0,0.0
C08893,100,100,0,0.0
C08894,100,100,0,0.0
C08895,100,100,0,0.0
C08896,100,100,0,0.0
C08897,100,89,-11,0.11
C08898,100,103,3,0.03
C08899,100,100,0,0.0
C08900,100,100,0,0.0
C08901,100,100,0,0.0
C08902,100,100,0,0.0
C08904,100,100,0,0.0
C08905,100,100,0,0.0
C08906,100,100,0,0.0
C08907,100,78,-22,0.22
C08908,100,100,0,0.0
C08909,100,100,0,0.0
C08910,100,100,0,0.0
C08911,100,100,0,0.0
C08912,100,100,0,0.0
C08913,100,100,0,0.0
C08914,100,100,0,0.0
C08915,100,100,0,0.0
C08916,100,100,0,0.0
C08917,100,100,0,0.0
C08918,100,100,0,0.0
C08919,100,100,0,0.0
C08920,100,100,0,0.0
C08921,100,100,0,0.0
C08922,100,100,0,0.0
C08923,100,100,0,0.0
C08924,100,100,0,0.0
C08925,100,100,0,0.0
C08926,100,100,0,0.0
C08927,100,100,0,0.0
C08928,100,100,0,0.0
C08929,100,100,0,0.0
C08930,100,100,0,0.0
C08931,100,100,0,0.0
C08932,100,100,0,0.0
C08933,100,100,0,0.0
C08934,100,100,0,0.0
C08935,100,100,0,0.0
C08936,100,100,0,0.0
C08937,100,100,0,0.0
C08938,100,100,0,0.0
C08939,100,100,0,0.0
C08941,100,100,0,0.0
C08942,100,100,0,0.0
C08943,100,100,0,0.0
C08944,100,100,0,0.0
C08945,100,100,0,0.0
C08946,100,101,1,0.01
C08947,100,100,0,0.0
C08948,100,100,0,0.0
C08949,100,100,0,0.0
C08950,100,100,0,0.0
C08951,100,100,0,0.0
C08952,100,100,0,0.0
C08953,100,100,0,0.0
C08954,100,100,0,0.0
C08955,100,100,0,0.0
C08956,100,100,0,0.0
C08957,100,100,0,0.0
C08958,100,100,0,0.0
C08959,100,100,0,0.0
C08960,100,100,0,0.0
C08961,100,100,0,0.0
C08962,100,100,0,0.0
C08963,100,100,0,0.0
C08964,100,100,0,0.0
C08965,100,100,0,0.0
C08966,100,100,0,0.0
C08967,100,100,0,0.0
C08968,100,100,0,0.0
C08969,100,100,0,0.0
C08970,100,100,0,0.0
C08971,100,100,0,0.0
C08972,100,100,0,0.0
C08973,100,100,0,0.0
C08974,100,100,0,0.0
C08975,100,100,0,0.0
C08976,100,100,0,0.0
C08977,100,100,0,0.0
C08978,100,100,0,0.0
C08979,100,100,0,0.0
C08980,100,55,-45,0.45
C08981,100,100,0,0.0
C08982,100,100,0,0.0
C08983,100,148,48,0.48
C08984,100,100,0,0.0
C08985,100,100,0,0.0
C08986,100,100,0,0.0
C08987,100,100,0,0.0
C08988,100,100,0,0.0
C08989,100,100,0,0.0
C08990,100,100,0,0.0
C08991,100,100,0,0.0
C08992,100,100,0,0.0
C08993,100,100,0,0.0
C08994,100,100,0,0.0
C08995,100,100,0,0.0
C08996,100,100,0,0.0
C08997,100,100,0,0.0
C08998,100,100,0,0.0
C08999,100,100,0,0.0
C09000,100,100,0,0.0
C09001,100,100,0,0.0
C09002,100,100,0,0.0
C09003,100,100,0,0.0
C09004,100,100,0,0.0
C09005,100,100,0,0.0
C09006,100,100,0,0.0
C09007,100,100,0,0.0
C09008,100,100,0,0.0
C09009,100,100,0,0.0
C09010,100,100,0,0.0
C09011,100,100,0,0.0
C09012,100,100,0,0.0
C09013,100,100,0,0.0
C09014,100,100,0,0.0
C09015,100,100,0,0.0
C09016,100,100,0,0.0
C09017,100,100,0,0.0
C09018,100,100,0,0.0
C09019,100,100,0,0.0
C09020,100,100,0,0.0
C09021,100,100,0,0.0
C09022,100,100,0,0.0
C09023,100,83,-17,0.17
C09024,100,145,45,0.45
C09025,100,100,0,0.0
C09026,100,100,0,0.0
C09027,100,100,0,0.0
C09028,100,100,0,0.0
C09029,100,100,0,0.0
C09030,100,100,0,0.0
C09031,100,100,0,0.0
C09032,100,100,0,0.0
C09033,100,100,0,0.0
C09034,100,100,0,0.0
C09035,100,100,0,0.0
C09036,100,100,0,0.0
C09037,100,100,0,0.0
C09038,100,100,0,0.0
C09039,100,100,0,0.0
C09040,100,100,0,0.0
C09041,100,100,0,0.0
C09042,100,100,0,0.0
C09043,100,100,0,0.0
C09044,100,100,0,0.0
C09045,100,100,0,0.0
C09046,100,100,0,0.0
C09047,100,100,0,0.0
C09048,100,100,0,0.0
C09049,100,100,0,0.0
C09050,100,100,0,0.0
C09051,100,100,0,0.0
C09052,100,100,0,0.0
C09053,100,100,0,0.0
C09054,100,100,0,0.0
C09055,100,100,0,0.0
C09056,100,100,0,0.0
C09057,100,100,0,0.0
C09058,100,100,0,0.0
C09059,100,100,0,0.0
C09060,100,101,1,0.01
C09061,100,100,0,0.0
C09062,100,100,0,0.0
C09063,100,100,0,0.0
C09064,100,100,0,0.0
C09065,100,100,0,0.0
C09066,100,100,0,0.0
C09067,100,100,0,0.0
C09068,100,100,0,0.0
C09069,100,100,0,0.0
C09070,100,100,0,0.0
C09071,100,100,0,0.0
C09072,100,100,0,0.0
C09073,100,100,0,0.0
C09074,100,100,0,0.0
C09075,100,100,0,0.0
C09076,100,100,0,0.0
C09077,100,100,0,0.0
C09078,100,100,0,0.0
C09079,100,100,0,0.0
C09080,100,100,0,0.0
C09081,100,100,0,0.0
C09082,100,100,0,0.0
C09083,100,100,0,0.0
C09084,100,100,0,0.0
C09085,100,100,0,0.0
C09086,100,100,0,0.0
C09087,100,100,0,0.0
C09088,100,100,0,0.0
C09089,100,129,29,0.29
C09090,100,100,0,0.0
C09091,100,100,0,0.0
C09092,100,100,0,0.0
C09093,100,100,0,0.0
C09094,100,101,1,0.01
C09095,100,100,0,0.0
C09096,100,100,0,0.0
C09097,100,100,0,0.0
C09098,100,100,0,0.0
C09099,100,90,-10,0.1
C09100,100,100,0,0.0
C09101,100,100,0,0.0
C09102,100,100,0,0.0
C09103,100,100,0,0.0
C09104,100,100,0,0.0
C09105,100,100,0,0.0
C09106,100,100,0,0.0
C09107,100,92,-8,0.08
C09108,100,100,0,0.0
C09109,100,100,0,0.0
C09110,100,100,0,0.0
C09111,100,100,0,0.0
C09112,100,100,0,0.0
C09113,100,100,0,0.0
C09114,100,100,0,0.0
C09115,100,100,0,0.0
C09116,100,100,0,0.0
C09117,100,100,0,0.0
C09118,100,136,36,0.36
C09119,100,100,0,0.0
C09120,100,100,0,0.0
C09121,100,100,0,0.0
C09122,100,100,0,0.0
C09123,100,100,0,0.0
C09124,100,100,0,0.0
C09125,100,100,0,0.0
C09126,100,98,-2,0.02
C09127,100,100,0,0.0
C09128,100,100,0,0.0
C09129,100,100,0,0.0
C09131,100,137,37,0.37
C09132,100,100,0,0.0
C09133,100,100,0,0.0
C09134,100,100,0,0.0
C09135,100,100,0,0.0
C09136,100,100,0,0.0
C09137,100,100,0,0.0
C09138,100,100,0,0.0
C09139,100,100,0,0.0
C09140,100,108,8,0.08
C09141,100,100,0,0.0
C09142,100,100,0,0.0
C09143,100,100,0,0.0
C09144,100,100,0,0.0
C09145,100,100,0,0.0
C09146,100,100,0,0.0
C09147,100,100,0,0.0
C09148,100,100,0,0.0
C09149,100,100,0,0.0
C09150,100,100,0,0.0
C09151,100,100,0,0.0
C09152,100,100,0,0.0
C09153,100,100,0,0.0
C09154,100,100,0,0.0
C09155,100,100,0,0.0
C09156,100,100,0,0.0
C09157,100,100,0,0.0
C09158,100,100,0,0.0
C09159,100,100,0,0.0
C09160,100,100,0,0.0
C09161,100,100,0,0.0
C09162,100,100,0,0.0
C09163,100,100,0,0.0
C09164,100,100,0,0.0
C09165,100,100,0,0.0
C09166,100,100,0,0.0
C09167,100,100,0,0.0
C09168,100,100,0,0.0
C09169,100,100,0,0.0
C09170,100,100,0,0.0
C09171,100,100,0,0.0
C09172,100,100,0,0.0
C09173,100,100,0,0.0
C09174,100,100,0,0.0
C09175,100,100,0,0.0
C09176,100,100,0,0.0
C09177,100,100,0,0.0
C09178,100,100,0,0.0
C09179,100,100,0,0.0
C09180,100,100,0,0.0
C09181,100,100,0,0.0
C09182,100,100,0,0.0
C09183,100,111,11,0.11
C09184,100,100,0,0.0
C09185,100,100,0,0.0
C09186,100,100,0,0.0
C09187,100,100,0,0.0
C09188,100,100,0,0.0
C09189,100,136,36,0.36
C09190,100,155,55,0.55
C09191,100,100,0,0.0
C09192,100,100,0,0.0
C09193,100,100,0,0.0
C09194,100,100,0,0.0
C09195,100,100,0,0.0
C09196,100,100,0,0.0
C09197,100,100,0,0.0
C09198,100,100,0,0.0
C09200,100,100,0,0.0
C09201,100,100,0,0.0
C09202,100,100,0,0.0
C09203,100,100,0,0.0
C09204,100,100,0,0.0
C09205,100,100,0,0.0
C09206,100,100,0,0.0
C09207,100,100,0,0.0
C09208,100,100,0,0.0
C09209,100,129,29,0.29
C09210,100,100,0,0.0
C09211,100,100,0,0.0
C09212,100,100,0,0.0
C09213,100,100,0,0.0
C09214,100,100,0,0.0
C09215,100,100,0,0.0
C09216,100,100,0,0.0
C09217,100,100,0,0.0
C09218,100,100,0,0.0
C09219,100,100,0,0.0
C09220,100,100,0,0.0
C09221,100,100,0,0.0
C09222,100,100,0,0.0
C09223,100,100,0,0.0
C09224,100,100,0,0.0
C09225,100,100,0,0.0
C09226,100,100,0,0.0
C09227,100,100,0,0.0
C09228,100,100,0,0.0
C09229,100,100,0,0.0
C09230,100,100,0,0.0
C09231,100,100,0,0.0
C09232,100,100,0,0.0
C09233,100,100,0,0.0
C09234,100,100,0,0.0
C09235,100,100,0,0.0
C09236,100,100,0,0.0
C09237,100,100,0,0.0
C09238,100,100,0,0.0
C09239,100,100,0,0.0
C09240,100,100,0,0.0
C09241,100,100,0,0.0
C09242,100,100,0,0.0
C09243,100,157,57,0.57
C09244,100,0,-100,1.0
C09245,100,100,0,0.0
C09246,100,100,0,0.0
C09247,100,100,0,0.0
C09248,100,157,57,0.57
C09249,100,100,0,0.0
C09250,100,100,0,0.0
C09251,100,100,0,0.0
C09252,100,100,0,0.0
C09253,100,100,0,0.0
C09254,100,100,0,0.0
C09255,100,100,0,0.0
C09256,100,100,0,0.0
C09257,100,100,0,0.0
C09258,100,100,0,0.0
C09259,100,100,0,0.0
C09260,100,100,0,0.0
C09261,100,100,0,0.0
C09262,100,100,0,0.0
C09263,100,96,-4,0.04
C09264,100,100,0,0.0
C09265,100,100,0,0.0
C09266,100,100,0,0.0
C09267,100,100,0,0.0
C09268,100,100,0,0.0
C09269,100,100,0,0.0
C09270,100,100,0,0.0
C09271,100,100,0,0.0
C09272,100,100,0,0.0
C09273,100,100,0,0.0
C09274,100,100,0,0.0
C09275,100,100,0,0.0
C09276,100,100,0,0.0
C09277,100,100,0,0.0
C09278,100,100,0,0.0
C09279,100,100,0,0.0
C09280,100,100,0,0.0
C09281,100,100,0,0.0
C09282,100,100,0,0.0
C09283,100,100,0,0.0
C09284,100,100,0,0.0
C09285,100,100,0,0.0
C09286,100,100,0,0.0
C09287,100,100,0,0.0
C09288,100,100,0,0.0
C09289,100,100,0,0.0
C09290,100,100,0,0.0
C09291,100,100,0,0.0
C09292,100,100,0,0.0
C09293,100,100,0,0.0
C09294,100,100,0,0.0
C09295,100,100,0,0.0
C09296,100,100,0,0.0
C09297,100,100,0,0.0
C09298,100,100,0,0.0
C09299,100,100,0,0.0
C09300,100,100,0,0.0
C09301,100,100,0,0.0
C09302,100,100,0,0.0
C09303,100,100,0,0.0
C09304,100,100,0,0.0
C09305,100,100,0,0.0
C09306,100,141,41,0.41
C09307,100,100,0,0.0
C09308,100,100,0,0.0
